emb|CAB3359964.1|
emb|CAB3362979.1|
emb|CAB3360254.1|
emb|CAB3360255.1|
emb|CAB3360256.1|
emb|CAB3364807.1|
emb|CAB3364808.1|
emb|CAB3360257.1|
emb|CAB3360258.1|
gb|TRY75264.1|
emb|CAG5095999.1|
gb|KAG8042441.1|
emb|CAG5097411.1|
emb|CAH2066547.1|
emb|CAH2066549.1|
emb|CAH2066551.1|
emb|CAH2076751.1|
emb|CAH2076753.1|
emb|CAH2066545.1|
emb|CAH2066543.1|
emb|CAH2066543.1|
emb|CAH2066541.1|
emb|CAH2066541.1|
gb|KAG7201324.1|
gb|KAG7212671.1|
emb|CAH0726637.1|
emb|CAH0714536.1|
emb|CAH0714537.1|
emb|CAH0726632.1|
emb|CAH0726633.1|
emb|CAH0726631.1|
KAI2808467.1
gb|EZA53303.1|
KAA0203922.1
KAA0201437.1
KAA0184655.1
KAA0184656.1
gb|KAF6215493.1|
gb|KAF6214444.1|
gb|KAF6215470.1|
gb|KAF6211782.1|
gb|KAF6215170.1|
gb|KAF6205445.1|
gb|KAF6203717.1|
gb|KAF6201166.1|
gb|KAF6214425.1|
gb|KAF6215665.1|
gb|KAF6206475.1|
gb|KAF6204691.1|
gb|KAF6205159.1|
gb|KAF6215759.1|
gb|KAF6211031.1|
gb|KAF6200646.1|
gb|KAF6216800.1|
gb|KAF6213293.1|
gb|KAF6197851.1|
gb|KAF6212551.1|
gb|KAF6210436.1|
gb|KAG5673013.1|
gb|KAG5673012.1|
gb|KAG5676603.1|
gb|KAG5676604.1|
gb|KAI8130912.1|
gb|KAI8116404.1|
emb|CAH1388393.1|
emb|CAH1388386.1|
emb|CAH1388389.1|
emb|CAH1388388.1|
emb|CAH1388387.1|
emb|CAH1388367.1|
emb|CAH1388392.1|
emb|CAH1388390.1|
emb|CAD6994394.1|
emb|CAB3359964.1|
emb|CAB3362979.1|
emb|CAB3360254.1|
emb|CAB3360255.1|
emb|CAB3360256.1|
emb|CAB3364807.1|
emb|CAB3364808.1|
emb|CAB3360257.1|
emb|CAB3360258.1|
gb|TRY75264.1|
emb|CAG5095999.1|
gb|KAG8042441.1|
emb|CAG5097411.1|
emb|CAH2066547.1|
emb|CAH2066549.1|
emb|CAH2066551.1|
emb|CAH2076751.1|
emb|CAH2076753.1|
emb|CAH2066545.1|
emb|CAH2066543.1|
emb|CAH2066543.1|
emb|CAH2066541.1|
emb|CAH2066541.1|
gb|KAG7201324.1|
gb|KAG7212671.1|
emb|CAH0726637.1|
emb|CAH0714536.1|
emb|CAH0714537.1|
emb|CAH0726632.1|
emb|CAH0726633.1|
emb|CAH0726631.1|
KAI2808467.1
gb|EZA53303.1|
KAA0203922.1
KAA0201437.1
KAA0184655.1
KAA0184656.1
gb|KAF6215493.1|
gb|KAF6214444.1|
gb|KAF6215470.1|
gb|KAF6211782.1|
gb|KAF6215170.1|
gb|KAF6205445.1|
gb|KAF6203717.1|
gb|KAF6201166.1|
gb|KAF6214425.1|
gb|KAF6215665.1|
gb|KAF6206475.1|
gb|KAF6204691.1|
gb|KAF6205159.1|
gb|KAF6215759.1|
gb|KAF6211031.1|
gb|KAF6200646.1|
gb|KAF6216800.1|
gb|KAF6213293.1|
gb|KAF6197851.1|
gb|KAF6212551.1|
gb|KAF6210436.1|
gb|KAG5673013.1|
gb|KAG5673012.1|
gb|KAG5676603.1|
gb|KAG5676604.1|
gb|KAI8130912.1|
gb|KAI8116404.1|
emb|CAH1388393.1|
emb|CAH1388386.1|
emb|CAH1388389.1|
emb|CAH1388388.1|
emb|CAH1388387.1|
emb|CAH1388367.1|
emb|CAH1388392.1|
emb|CAH1388390.1|
emb|CAH1388390.1|
emb|CAD6994394.1|
gb|PZC78838.1|
gb|PZC78839.1|
gb|KAF7383363.1|
gb|KAF7401870.1|
gb|KAF7401871.1|
gb|KAF7401871.1|
gb|KAF7414185.1|
gb|KAF7384792.1|
gb|TGZ49087.1|
gb|TGZ32222.1|
gb|KAJ0181768.1|
gb|KAJ0175711.1|
gb|KAJ0181766.1|
gb|KAJ0181767.1|
emb|CAB4064343.1|
gb|KAG5311786.1|
gb|KAG5326993.1|
gb|KAG5306579.1|
gb|KAG5344392.1|
gb|KAG5319794.1|
gb|EGI60180.1|
emb|CAB3515165.1|
emb|CAH0700695.1|
gb|KAF9810122.1|
emb|CAB3516635.1|
emb|CAB3515166.1|
emb|CAB3515167.1|
emb|CAH0700697.1|
gb|KAF9812089.1|
emb|CAH0700698.1|
gb|KAF9812088.1|
gb|KAF9812091.1|
gb|KAF9812091.1|
gb|KAF9812090.1|
gb|KAG1694103.1|
gb|KAG1694104.1|
gb|KAG1694105.1|
gb|KAG1694102.1|
gb|KAG1663789.1|
gb|KAG1663788.1|
gb|KAG1663790.1|
gb|KAG1663791.1|
gb|KAG1663781.1|
gb|KAG1663781.1|
gb|KAG1667715.1|
gb|KAG1700563.1|
gb|KAG1651158.1|
gb|KAG1648776.1|
gb|KAG1694744.1|
gb|KAG1694744.1|
gb|KAG1694747.1|
gb|KAG1694747.1|
gb|KAG1694745.1|
gb|KAG1694745.1|
gb|KAG1694746.1|
gb|KAG1694746.1|
gb|KAG1715537.1|
gb|KAG1682880.1|
gb|KAG1680539.1|
gb|KAG1651553.1|
gb|KAG1715459.1|
gb|KAG1651399.1|
gb|KAG1651400.1|
gb|KAG1651401.1|
KAI1299850.1
KAI1295545.1
emb|CAH1388390.1|
emb|CAD6994394.1|
gb|MCL4143441.1|
gb|MCL4155886.1|
gb|MCL4143305.1|
gb|MCL4116323.1|
gb|MCL4126714.1|
gb|MCL4139599.1|
gb|MCL4129395.1|
gb|MCL4166991.1|
gb|MCL4111552.1|
gb|MCL4133982.1|
emb|CAG7591281.1|
gb|MCL4114534.1|
gb|KAG1682759.1|
gb|MCL4130398.1|
gb|MCL4122843.1|
gb|MCL4149582.1|
gb|MCL4152715.1|
gb|KAI9549733.1|
emb|CAD7237718.1|
gb|MCL4170293.1|
gb|MCL4154112.1|
gb|MCL4166653.1|
gb|MCL4109674.1|
gb|KAF4525946.1|
gb|KAF4525624.1|
gb|KAF4529021.1|
emb|CAB3231150.1|
emb|CAB3231151.1|
emb|CAB3223254.1|
emb|CAB3249885.1|
emb|CAB3231154.1|
emb|CAB3249883.1|
emb|CAB3249884.1|
emb|CAB3231153.1|
gb|KAJ4436481.1|
gb|KAJ4439351.1|
gb|KAJ4436265.1|
gb|KAJ4436258.1|
gb|KAJ4436258.1|
gb|KAJ4436260.1|
gb|KAJ4429153.1|
gb|KAI5736882.1|
gb|KAI5704272.1|
gb|KAI5704273.1|
gb|KAI5742064.1|
gb|KAI5704627.1|
gb|KAI5704902.1|
gb|KAI5742900.1|
gb|KAI5737038.1|
gb|KAI5742408.1|
gb|KAG8183784.1|
gb|KAG8186332.1|
gb|KAG8183783.1|
gb|KAG8186330.1|
gb|KAG8172704.1|
KAH7644190.1
KAF7496482.1
gb|KAF0289584.1|
gb|KAF0289585.1|
gb|KAH0956584.1|
gb|ROT75079.1|
gb|ROT78782.1|
gb|ROT78781.1|
gb|KAJ1530432.1|
gb|KAJ1530721.1|
gb|KAJ1530995.1|
gb|PZC78836.1|
gb|PZC83667.1|
OQV21679.1
GAU88015.1
OWA52319.1
OQV23204.1
GAV01214.1
GAU92661.1
OQV26214.1
GAV01898.1
OQV23203.1
OQV23203.1
GAV01215.1
GAV01897.1
GAU88122.1